matiere,cours,question n,source,texte de la question,option A,option B,option C,option D,option E,reponse
théme 14,le foie,5,(Novembre 2003),L'artère hépatique propre:,"Monte dans le petit omentum, en avant de la veine porte et à gauche du canal hépatique commun.","Fournit, dans le petit omentum, l'artère gastrique gauche.",Fournit dans le petit omentum l'artère cystique.,Se divise au niveau du hile du foie en deux branches terminales.,Constitue l'unique vaisseau nourricier du foie.,ACD
théme 14,le foie,6,(Novembre 2003),La veine porte:,Se forme derrière l'isthme pancréatique.,Monte obliquement et à droite derrière la tête du pancréas et le bulbe duodénal.,Pénètre dans le bord libre du petit omentum où elle constitue le plan antérieur du pédicule hépatique.,Se divise à l'intérieur du parenchyme hépatique en deux branches droite et gauche.,Collecte le sang veineux de tout le tube digestif du pancréas et de la rate.,AB
théme 14,le foie,7,(Juillet 2002),La face postérieure du foie:,Est la face la plus étroite.,Reçoit le pédicule hépatique.,Est en rapport avec la glande surrénale droite.,Le sillon vertical gauche répond à la veine cave.,Le lobe caudé est compris entre les deux sillons verticaux.,ACE
théme 14,le foie,8,(Juillet 2002),Le segment IV du foie:,Fait partie du secteur paramédian droit.,Est à gauche du ligament falciforme.,Est limité à droite par la scissure portale principale.,Est drainé par la veine sus-hépatique sagittale ou moyenne.,Est limité à gauche par la scissure portale gauche.,CD
théme 14,le foie,9,(Juillet 2002),L'artère hépatique commune:,Naît habituellement du tronc coeliaque.,Décrit une courbure supérieure et gauche.,Se divise en arrière du pancréas en ses deux branches terminales.,Donne l'artère pancréatique dorsale.,Donne l'artère gastrique droite.,A
théme 14,le foie,10,(Novembre 1999),Le ligament falciforme:,Est un élément d'amarrage du foie.,Sépare le foie droit du foie gauche.,S'insère sur le diaphragme.,Contribue à délimiter l'arrière-cavité des épiploons.,Son bord libre renferme le ligament rond.,ACE
théme 14,le foie,11,(Juillet 1999),Le foie droit:,Est plus volumineux que le foie gauche.,Est limité à gauche par la scissure médiane.,Est repéré sur la face inférieure du foie par la fossette du ligament rond.,Est vascularisé par la veine porte droite.,Est fixé au diaphragme par le ligament coronaire droit.,ADE
théme 14,le foie,12,(Juillet 1999),L'anatomie fonctionnelle du foie repose sur:,La vascularisation intra-hépatique d'origine portale.,La vascularisation intra-hépatique d'origine sus-hépatique.,La morphologie externe du foie.,Permet de définir un foie droit et un foie gauche.,Permet de définir huit segments dans le foie.,ADE
théme 14,le foie,13,(Décembre 1998),Le ligament coronaire gauche:,Constitue un accolement entre le foie droit et le diaphragme.,Est limité à droite par la veine cave inférieure.,Se constitue à droite par le ligament triangulaire droit.,Constitue un moyen de fixité du foie.,Son bord libre renferme le ligament rond.,CD
théme 14,le foie,14,,La (les) quelle(s) parmi les veines suivantes se draine(nt) dans le système porte:,Veine mésentérique supérieure.,Veine moyenne.,Veine mésentérique inférieure.,Veine coronaire stomachique.,Veine supérieure.,ACD
théme 14,le foie,15,,"Parmi les veines suivantes, quelles sont celles qui se drainent dans le système porte:",Veine moyenne.,Veine supérieure.,La veine splénique.,Veine mésentérique inférieure.,Veine gastro-épiploïque droite.,CDE
théme 14,le foie,16,,Le foie gauche:,Est séparé du foie droit par la scissure latérale droite.,Est constitué par les secteurs paramédian gauche et latéral gauche.,Est repéré sur la face inférieure du foie par les fossettes du ligament rond.,Est vascularisé par la branche gauche de la veine porte.,Est plus volumineux que le foie droit.,BD
théme 14,le foie,17,,Le ligament falciforme:,A une insertion étroite et longue sur la face supérieure du foie.,Son bord libre renferme le ligament rond.,Se continue latéralement par le ligament triangulaire.,Sépare l'espace inter-hépato-diaphragmatique en deux loges droite et gauche.,Renferme entre ses deux feuillets les éléments du pédicule hépatique.,ABD
théme 14,la glande sous mandibulaire,1,(Novembre 1999),L'os hyoïde est un os impair et médian situé:,A la hauteur de C2.,A la hauteur de C4.,A la hauteur de C6.,A la hauteur de C7,A la hauteur de D1,B
théme 14,la glande sous mandibulaire,2,(Novembre 1999),La veine faciale:,Croise le bord inférieur de la mandibule.,Longe la face superficielle de la glande sous maxillaire.,Gagne la veine jugulaire externe par le biais du tronc veineux thyra-laryngo-faciale.,Croise à niveau la région génienne.,Aucune réponse n’est juste,C
théme 14,la glande sous mandibulaire,3,(Décembre 1998),L'os hyoïde:,Est un os impair.,Est un os médian.,Est situé à hauteur de C6.,A une forme en fer de cheval.,Constitue un point d'insertion à plusieurs muscles.,ABDE
théme 14,la glande sous mandibulaire,4,(Décembre 1998),Le hiatus entre mylohyoïdien et hypoglosse est traversé par:,Le canal de Wharton.,L'artère faciale.,Les veines linguales.,Le nerf lingual.,Le nerf facial.,AC
théme 14,la glande sous mandibulaire,5,,Les muscles suivants appartiennent exclusivement à la région sous maxillaire:,Le muscle digastrique,Le muscle mylo hyoïdien,Le muscle hyoglosse,Le muscle stylohyoidien,le muscle SCM,AB
théme 14,la glande sous mandibulaire,6,,Le triangle de BECLARD est limité par:,Le bord postérieur du muscle hyoglosse,Le bord postérieur du muscle mylo hyoïdien,Le ventre postérieur du muscle digastrique,La ligne osseuse mylohyoïdienne,La grande corne de l'os hyoïde.,ACE
théme 14,la glande sous mandibulaire,7,,Le triangle de BECLARD est traversé par:,Le nerf hypoglosse,L'artère faciale,La veine linguale,L'artère linguale,Le nerf lingual,A
théme 14,la glande sous mandibulaire,8,,L'artère faciale est une branche de:,L'artère thyroïdienne supérieure,L'artère carotide primitive,L'artère carotide interne,L'artère carotide externe,L'artère sous clavière,D
théme 14,la glande parotide,1,(Janvier 2024),La glande parotide:,A un rapport avec le conduit auditif externe,A un rapport avec le plancher buccal,Est localisée dans la région latéro pharyngée,Localisée dans la région rétro stylienne,Est traversée par le nerf 12,AC
théme 14,la glande parotide,2,(Janvier 2024),Les muscles scalènes:,Sont au nombre de 4 de chaque côté,S'insèrent sur les apophyses épineuses des vertèbres cervicales,Se terminent tous sur la 1ère côte,L'artère subclavière passe entre la terminaison des scalènes antérieur et moyen,La veine subclavière passe en avant de la terminaison du scalène antérieur,BD
théme 14,la glande parotide,3,(Janvier 2020),La glande parotide:,La glande parotide présente de nombreux prolongements.,La glande parotide a un rapport extrinsèque avec le nerf facial.,La glande parotide présente un segment à composante endocrine.,Elle draine la salive par le canal de Sténon qui s'ouvre dans la cavité buccale en regard du collet de la 2ème molaire supérieure.,Le confluent veineux parotidien naît de la confluence des veines temporales superficielles et maxillaires internes.,ADE
théme 14,la glande parotide,4,(Juillet 2004),Choisir la (les) bonne(s) réponse(s):,La glande sous-maxillaire est composée d'acini séreux et muqueux.,La parotide comporte des acini uniquement séreux.,Les glandes salivaires se développent à partir d'invaginations épiblastiques.,"Le canal de Wharton de la glande sous maxillaire, s'ouvre sous la langue, en arrière de l'incisive inférieure.",Le canal intercalaire est tapissé par un épithélium stratifié.,?
théme 14,la glande parotide,5,(Novembre 1999),La glande parotide est traversée par:,Le nerf trijumeau.,L'artère pharyngienne ascendante.,Le nerf facial.,La carotide externe.,Le nerf hypoglosse.,CD
théme 14,la glande parotide,6,(Novembre 1999),La paroi postérieure de la loge parotidienne:,Se situe en dehors de l'apophyse mastoïde.,Est constitué du ventre postérieur du digastrique du rideau stylien.,Sépare la loge parotidienne d'un espace traversé par la jugulaire interne et la carotide interne.,Est enveloppé dans l'aponévrose cervicale superficielle.,Aucune réponse n’est juste,BC
théme 14,la glande parotide,7,(Novembre 1999),Le canal excréteur de la glande parotide:,Est le canal de Sténon.,Est long de 1 cm au plus.,Prend son origine par deux correspondants aux deux lobes exo-facial et endo-faciale.,Se termine par un orifice punctiforme de part et d'autre du frein de la langue.,Aucune réponse n’est juste,AC
théme 14,la glande parotide,8,(Novembre 1999),La région parotidienne est placée:,Au-dessus de la région carotidienne.,Au-dessous de la base du crâne.,En avant de la région mastoïdienne.,Sous le corps de la mandibule.,Aucune réponse n’est juste,ABC
théme 14,la glande parotide,9,(Novembre 1999),Le nerf facial:,Est un nerf crânien.,Son segment rétro glandulaire est long de 2 cm.,Traverse la glande parotide en plein parenchyme.,Il se place dans un plan intermédiaire entre le plan veineux et le plan artériel.,Toutes ses branches sont destinées aux muscles de la face (muscle de la mimique).,ACE
théme 14,la glande parotide,10,(Juillet 1999),L'artère carotide externe se termine en plein parenchyme parotidien par:,L'artère temporale.,L'artère stylo-mastoïdienne.,L'artère maxillaire interne.,L'artère occipitale.,L’artère maxillaire externe,AC
théme 14,la cavité buccale,1,(Janvier 2020),La branche montante de la mandibule:,Est également appelée ramus mandibulaire.,Sa face latérale est recouverte du muscle ptérygoïdien latéral,Son bord supérieur est centré par l'échancrure sigmoïde.,Sa face médiale est recouverte par le muscle masséter.,Répond en arrière à la loge rétrostylienne.,AC
théme 14,la cavité buccale,2,(Décembre 1998),Le canal de Sténon:,Chemine le long du muscle masséter.,S'ouvre de part et d'autre du frein de la langue.,Est croisé par le nerf lingual.,Draine la salive de la glande parotide dans la cavité buccale.,Aucune réponse n’est juste,AD
théme 14,la cavité buccale,3,,Le canal de Sténon:,Draine la glande parotide,Mesure environ quatre millimètres de long,Émerge du bord antérieur de la langue,Se rend dans le nasopharynx,Est accompagné dans son trajet par l'artère linguale,CE
théme 14,la cavité buccale,4,,Lequel parmi les nerfs suivants traverse le parenchyme glandulaire parotidien:,Le nerf facial,Le nerf lingual,Le plexus cervical,Le nerf trijumeau,Le nerf olfactif,BC
théme 14,l'estomac,1,(Janvier 2021),Concernant l'anatomie de l'estomac:,Le triangle de Labé correspond à la partie de l'estomac qui est palpable,Le nerf vague gauche fournit plusieurs branches horizontales pour la face postérieure de l'estomac et se termine dans les ganglions semi-lunaires droit et gauche.,La chaîne lymphatique hépatique de l'estomac draine les deux tiers internes de la portion verticale de l'estomac et le segment adjacent de la portion horizontale.,La veine gastro-épiploïque gauche se réunit à la veine colique droite supérieure et la veine pancréatico duodénale inférieure droite pour former un tronc veineux très court. Le tronc veineux gastro-colique de Henlé.,"L'artère gastrique gauche soulève un repli péritonéal falciforme, la faux de la gastrique.",AE
théme 14,l'estomac,2,(Janvier 2020),L'estomac:,Le triangle de Labbé est palpable.,"L'artère gastrique est obliquement dirigé en bas, à droite et en avant.",L'orifice pylorique est situé en regard du flanc droit de la première vertèbre lombaire.,L'estomac est séparé de la paroi abdominale antérieure par le grand omentum.,Le petit omentum relie l'estomac au colon transverse.,AC
théme 14,l'estomac,3,(Juillet 2004),L'estomac:,L'acide est produit par les cellules principales,Les cellules productrices d'enzymes sécrètent du pepsinogène,La muqueuse fundique est caractérisée par la présence de longues glandes tubuleuses droites,La muqueuse pylorique contient beaucoup moins de cellules productrices d'acide que la muqueuse fundique,Les cellules entéro-endocrines sécrétant la gastrine se localisent principalement dans la région du cardia,BC
théme 14,l'estomac,4,(Novembre 2003),L'artère gastrique gauche:,"Se détache du tronc coeliaque, à la hauteur de la 12ème vertèbre thoracique;",Décrit dans son trajet une courbure à concavité supérieure.,Circonscrit le foramen bursae omentalis.,Fournit une artère hépatique droite accessoire dans 15% des cas;,Assure la vascularisation artérielle de tout l'estomac.,AC
théme 14,l'estomac,5,(Novembre 2003),L'artère gastro-duodénale:,Croise la face antérieure du premier duodénum à l'union de ses portions fixe et mobile.,"Fournit au-dessus du pancréas, l'artère pancréatico-duodénale supéro-postérieure droite.",Se divise au bord inférieur du duodénum en artère gastro-épiploïque droite et gastro-épiploïque gauche.,S'anastomose avec l'artère mésentérique supérieure.,S'anastomose par l'une de ses branches terminales avec celles de l'artère gastrique gauche,ABD
